Signal Legend:

Key        Signal Name

0        = fft_1024_16:fft_submod|fft_real_out[15..0]
1        = fft_1024_16:fft_submod|fft_imag_out[15..0]
2        = fft_1024_16:fft_submod|master_source_sop
3        = equal:equal1|out_sop
4        = korr:koor1|out_i
5        = equal:equal1|ocenka_2_i[31..0]
6        = equal:equal1|ocenka_1_i[31..0]
7        = equal:equal1|div:divI|denom[31..0]
8        = equal:equal1|div:divI|numer[31..0]
9        = equal:equal1|div:divI|quotient[31..0]
10       = equal:equal1|comp_div:comp_div1|div65:div1|quotient[63..0]
11       = equal:equal1|mid_ocenka_i[31..0]
12       = equal:equal1|comp_div:comp_div1|i_data[31..0]
13       = equal:equal1|comp_div:comp_div1|mid_ocenka_i[31..0]
14       = equal:equal1|o_data_i[15..0]
15       = equal:equal1|o_data_q[15..0]

Data Table:

Signals-> 0     1     2 3 4 5     6     7     8         9     10     11    12        13    14     15     

sample

-840      -1191 -356  0 0 0 4080  20640 1     1         1     148    12360 40337408  12360 -2208  93     
-839      -161  1246  0 0 0 4080  20640 1     1         2800  -2199  12360 41254912  12360 148    -1975  
-838      -140  1324  0 0 0 20640 2800  -2048 -5275647  1     -2355  12360 44695552  12360 -2199  -13    
-837      -1239 -217  0 0 0 20640 2800  1     1         1     -2209  11720 -5734400  11720 -2355  147    
-836      1259  190   0 0 0 20640 2800  1     1         1     1873   11720 13107200  11720 -2209  -1816  
-835      -118  1144  0 0 0 20640 2800  1     1         1     -2294  11720 -39911424 11720 1873   -1966  
-834      -153  1324  0 0 0 20640 2800  1     1         1     2000   11720 -40534016 11720 -2294  1812   
-833      300   -1278 0 0 0 20640 2800  1     1         1     1974   11720 -44892160 11720 2000   -2149  
-832      -219  1268  0 0 0 20640 2800  1     1         1     -1892  11720 5373952   11720 1974   1765   
-831      -1153 -210  0 0 0 20640 2800  1     1         1     2052   11720 -47710208 11720 -1892  1754   
-830      -275  1240  0 0 0 20640 2800  1     1         1     2117   11720 1769472   11720 2052   1910   
-829      1350  146   0 0 0 20640 2800  1     1         2576  2201   11720 39518208  11720 2117   1717   
-828      -103  1232  0 0 0 2800  2576  2048  44236801  1     2344   11720 -39026688 11720 2201   1702   
-827      -1129 -156  0 0 0 2800  2576  1     1         1     -1971  2688  -5275648  2688  2344   1906   
-826      -241  1381  0 0 0 2800  2576  1     1         1     2288   2688  -4587520  2688  -1971  1963   
-825      202   -1297 0 0 0 2800  2576  1     1         1     -1939  2688  -40599552 2688  2288   -1551  
-824      -204  1177  0 0 0 2800  2576  1     1         1     -2108  2688  41254912  2688  -1939  -1946  
-823      -162  1196  0 0 0 2800  2576  1     1         1     -2301  2688  -3866624  2688  -2108  -1792  
-822      1328  184   0 0 0 2800  2576  1     1         1     1758   2688  -5013504  2688  -2301  -2029  
-821      -158  1199  0 0 0 2800  2576  1     1         1     -2330  2688  9830400   2688  1758   -1724  
-820      1261  192   0 0 0 2800  2576  1     1         1     1851   2688  -7176192  2688  -2330  -2309  
-819      209   -1312 0 0 0 2800  2576  1     1         21600 1934   2688  -37781504 2688  1851   -2255  
-818      -229  1168  0 0 0 2576  21600 2048  6848513   1     -1644  2688  -9011200  2688  1934   1906   
-817      1332  235   0 0 0 2576  21600 1     1         1     -2057  12088 44236800  12088 -1644  -2236  
-816      -1278 -207  0 0 0 2576  21600 1     1         1     -2179  12088 -3375104  12088 -2057  12     
-815      1179  234   0 0 0 2576  21600 1     1         1     79     12088 -36995072 12088 -2179  63     
-814      188   -1274 0 0 0 2576  21600 1     1         1     -32    12088 -7897088  12088 79     -2058  
-813      -1252 -221  0 0 0 2576  21600 1     1         1     -1882  12088 6619136   12088 -32    2083   
-812      -153  1248  0 0 0 2576  21600 1     1         1     -2181  12088 -6684672  12088 -1882  59     
-811      -134  1243  0 0 0 2576  21600 1     1         1     2138   12088 -5308416  12088 -2181  42     
-810      1256  231   0 0 0 2576  21600 1     1         1     -2105  12088 43515904  12088 2138   205    
-809      169   -1331 0 0 0 2576  21600 1     1         3344  87     12088 -5177344  12088 -2105  -77    
-808      -249  1172  0 0 0 21600 3344  2048  5537793   1     -2072  12088 41320448  12088 87     -1917  
-807      1223  62    0 0 0 21600 3344  1     1         1     2203   12472 6848512   12472 -2072  -174   
-806      1210  -16   0 0 0 21600 3344  1     1         1     -1772  12472 -7503872  12472 2203   1999   
-805      1275  59    0 0 0 21600 3344  1     1         1     -1800  12472 43646976  12472 -1772  2049   
-804      257   -1298 0 0 0 21600 3344  1     1         1     -2209  12472 -41877504 12472 -1800  -1733  
-803      -1224 -183  0 0 0 21600 3344  1     1         1     2030   12472 38633472  12472 -2209  2135   
-802      -51   1313  0 0 0 21600 3344  1     1         1     -1880  12472 6160384   12472 2030   -2038  
-801      -1151 -7    0 0 0 21600 3344  1     1         1     -1830  12472 -41025536 12472 -1880  1822   
-800      -1355 -59   0 0 0 21600 3344  1     1         1     2115   12472 -5013504  12472 -1830  1910   
-799      1222  111   0 0 0 21600 3344  1     1         2704  -1827  12472 -4390912  12472 2115   2038   
-798      -90   1130  0 0 0 3344  2704  2048  40042497  1     1986   12472 41156608  12472 -1827  1920   
-797      -80   1181  0 0 0 3344  2704  1     1         1     2005   3024  5537792   3024  1986   1966   
-796      1313  66    0 0 0 3344  2704  1     1         1     -1858  3024  -8159232  3024  2005   -1948  
-795      1335  81    0 0 0 3344  2704  1     1         1     1948   3024  40075264  3024  -1858  1679   
-794      -1148 -131  0 0 0 3344  2704  1     1         1     -1893  3024  39649280  3024  1948   2074   
-793      -155  1403  0 0 0 3344  2704  1     1         1     1691   3024  41779200  3024  -1893  -1960  
-792      70    -1229 0 0 0 3344  2704  1     1         1     1922   3024  8421376   3024  1691   1879   
-791      1087  115   0 0 0 3344  2704  1     1         1     -1831  3024  -40108032 3024  1922   -1910  
-790      14    -1366 0 0 0 3344  2704  1     1         1     -1831  3024  -1671168  3024  -1831  -1951  
-789      1226  -2    0 0 0 3344  2704  1     1         19552 -1793  3024  -37715968 3024  -1831  1909   
-788      -71   1210  0 0 0 2704  19552 2048  40173569  1     1825   3024  -44400640 3024  -1793  1925   
-787      107   -1152 0 0 0 2704  19552 1     1         1     2058   11128 40042496  11128 1825   1971   
-786      -50   -1315 0 0 0 2704  19552 1     1         1     -1834  11128 -2949120  11128 2058   -33    
-785      1231  96    0 0 0 2704  19552 1     1         1     171    11128 -2621440  11128 -1834  -124   
-784      -1192 -95   0 0 0 2704  19552 1     1         1     287    11128 43024384  11128 171    1870   
-783      -1343 -32   0 0 0 2704  19552 1     1         1     187    11128 43745280  11128 287    1834   
-782      1162  129   0 0 0 2704  19552 1     1         1     2027   11128 -37617664 11128 187    1949   
-781      77    -1386 0 0 0 2704  19552 1     1         1     12     11128 -5079040  11128 2027   108    
